No.;Time;Time 1;Time 2;Delay;Delay 1;Delay 2;Jitter;;
14148;168,008974;168,008974;168,008974;0;0;0;0;;
14149;168,008974;168,008974;168,008974;0;0;0;0;;
14150;168,008974;168,008974;168,008974;0;0;0;0;;
14151;168,008974;168,008974;168,008974;0;0;0;0;;
14152;168,008974;168,008974;168,008974;0;0;0;0;;
14153;168,008974;168,008974;168,008974;0;0;0;0;;
14154;168,008974;168,008974;168,008974;0;0;-0,000377;-0,000377;;
14155;168,008974;168,008974;168,008974;0;-0,000377;-0,001833;-0,001456;;
14156;168,008974;168,008974;168,009351;0,000377;-0,001833;0,00221;0,004043;;
14157;168,009351;168,009351;168,011561;0,00221;0,00221;0;-0,00221;;
14158;168,011561;168,011561;168,011561;0;0;0;0;;
14159;168,011561;168,011561;168,011561;0;0;0;0;;
14160;168,011561;168,011561;168,011561;0;0;0;0;;
14161;168,011561;168,011561;168,011561;0;0;0;0;;
14162;168,011561;168,011561;168,011561;0;0;0;0;;
14163;168,011561;168,011561;168,011561;0;0;0;0;;
14164;168,011561;168,011561;168,011561;0;0;0;0;;
14165;168,011561;168,011561;168,011561;0;0;-0,000291;-0,000291;;
14166;168,011561;168,011561;168,011561;0;-0,000291;-0,000778;-0,000487;;
14167;168,011561;168,011561;168,011852;0,000291;-0,000778;0,001069;0,001847;;
14168;168,011852;168,011852;168,012921;0,001069;0,001069;0;-0,001069;;
14169;168,012921;168,012921;168,012921;0;0;0;0;;
14170;168,012921;168,012921;168,012921;0;0;0;0;;
14171;168,012921;168,012921;168,012921;0;0;0;0;;
14172;168,012921;168,012921;168,012921;0;0;0;0;;
14173;168,012921;168,012921;168,012921;0;0;0;0;;
14174;168,012921;168,012921;168,012921;0;0;0;0;;
14175;168,012921;168,012921;168,012921;0;0;-0,000761;-0,000761;;
14176;168,012921;168,012921;168,012921;0;-0,000761;0,000761;0,001522;;
14177;168,012921;168,012921;168,013682;0,000761;0,000761;0;-0,000761;;
14178;168,013682;168,013682;168,013682;0;0;0;0;;
14179;168,013682;168,013682;168,013682;0;0;0;0;;
14180;168,013682;168,013682;168,013682;0;0;-0,000267;-0,000267;;
14181;168,013682;168,013682;168,013682;0;-0,000267;-0,000841;-0,000574;;
14182;168,013682;168,013682;168,013949;0,000267;-0,000841;0,001108;0,001949;;
14183;168,013949;168,013949;168,015057;0,001108;0,001108;-0,000235;-0,001343;;
14184;168,015057;168,015057;168,015057;0;-0,000235;-4E-06;0,000231;;
14185;168,015057;168,015057;168,015292;0,000235;-4E-06;-2,9E-05;-2,5E-05;;
14186;168,015292;168,015292;168,015531;0,000239;-2,9E-05;-0,003021;-0,002992;;
14187;168,015531;168,015531;168,015799;0,000268;-0,003021;0,003289;0,00631;;
14188;168,015799;168,015799;168,019088;0,003289;0,003289;-0,000185;-0,003474;;
14189;168,019088;168,019088;168,019088;0;-0,000185;-3,7E-05;0,000148;;
14190;168,019088;168,019088;168,019273;0,000185;-3,7E-05;0,000222;0,000259;;
14191;168,019273;168,019273;168,019495;0,000222;0,000222;-0,001721;-0,001943;;
14192;168,019495;168,019495;168,019495;0;-0,001721;0,001721;0,003442;;
14193;168,019495;168,019495;168,021216;0,001721;0,001721;0;-0,001721;;
14194;168,021216;168,021216;168,021216;0;0;0;0;;
14195;168,021216;168,021216;168,021216;0;0;0;0;;
14196;168,021216;168,021216;168,021216;0;0;0;0;;
14197;168,021216;168,021216;168,021216;0;0;0;0;;
14198;168,021216;168,021216;168,021216;0;0;0;0;;
14199;168,021216;168,021216;168,021216;0;0;0;0;;
14200;168,021216;168,021216;168,021216;0;0;0;0;;
14201;168,021216;168,021216;168,021216;0;0;-0,000273;-0,000273;;
14202;168,021216;168,021216;168,021216;0;-0,000273;-0,000719;-0,000446;;
14203;168,021216;168,021216;168,021489;0,000273;-0,000719;0,000992;0,001711;;
14204;168,021489;168,021489;168,022481;0,000992;0,000992;0;-0,000992;;
14205;168,022481;168,022481;168,022481;0;0;0;0;;
14206;168,022481;168,022481;168,022481;0;0;0;0;;
14207;168,022481;168,022481;168,022481;0;0;0;0;;
14208;168,022481;168,022481;168,022481;0;0;0;0;;
14209;168,022481;168,022481;168,022481;0;0;0;0;;
14210;168,022481;168,022481;168,022481;0;0;-0,000193;-0,000193;;
14211;168,022481;168,022481;168,022481;0;-0,000193;-0,000551;-0,000358;;
14212;168,022481;168,022481;168,022674;0,000193;-0,000551;0,000744;0,001295;;
14213;168,022674;168,022674;168,023418;0,000744;0,000744;0;-0,000744;;
14214;168,023418;168,023418;168,023418;0;0;0;0;;
14215;168,023418;168,023418;168,023418;0;0;0;0;;
14216;168,023418;168,023418;168,023418;0;0;0;0;;
14217;168,023418;168,023418;168,023418;0;0;-0,002903;-0,002903;;
14218;168,023418;168,023418;168,023418;0;-0,002903;0,002903;0,005806;;
14219;168,023418;168,023418;168,026321;0,002903;0,002903;-0,003965;-0,006868;;
14220;168,026321;168,026321;168,026321;0;-0,003965;0,002746;0,006711;;
14221;168,026321;168,026321;168,030286;0,003965;0,002746;0,001219;-0,001527;;
14222;168,030286;168,030286;168,031505;0,001219;0,001219;0;-0,001219;;
14223;168,031505;168,031505;168,031505;0;0;0;0;;
14224;168,031505;168,031505;168,031505;0;0;0;0;;
14225;168,031505;168,031505;168,031505;0;0;0;0;;
14226;168,031505;168,031505;168,031505;0;0;0;0;;
14227;168,031505;168,031505;168,031505;0;0;0;0;;
14228;168,031505;168,031505;168,031505;0;0;0;0;;
14229;168,031505;168,031505;168,031505;0;0;0;0;;
14230;168,031505;168,031505;168,031505;0;0;0;0;;
14231;168,031505;168,031505;168,031505;0;0;0;0;;
14232;168,031505;168,031505;168,031505;0;0;0;0;;
14233;168,031505;168,031505;168,031505;0;0;0;0;;
14234;168,031505;168,031505;168,031505;0;0;0;0;;
14235;168,031505;168,031505;168,031505;0;0;0;0;;
14236;168,031505;168,031505;168,031505;0;0;0;0;;
14237;168,031505;168,031505;168,031505;0;0;0;0;;
14238;168,031505;168,031505;168,031505;0;0;0;0;;
14239;168,031505;168,031505;168,031505;0;0;0;0;;
14240;168,031505;168,031505;168,031505;0;0;0;0;;
14241;168,031505;168,031505;168,031505;0;0;0;0;;
14242;168,031505;168,031505;168,031505;0;0;-0,000524;-0,000524;;
14243;168,031505;168,031505;168,031505;0;-0,000524;0,000177;0,000701;;
14244;168,031505;168,031505;168,032029;0,000524;0,000177;-9,5E-05;-0,000272;;
14245;168,032029;168,032029;168,032376;0,000347;-9,5E-05;0,000442;0,000537;;
14246;168,032376;168,032376;168,032818;0,000442;0,000442;0;-0,000442;;
14247;168,032818;168,032818;168,032818;0;0;0;0;;
14248;168,032818;168,032818;168,032818;0;0;0;0;;
14249;168,032818;168,032818;168,032818;0;0;0;0;;
14250;168,032818;168,032818;168,032818;0;0;0;0;;
14251;168,032818;168,032818;168,032818;0;0;0;0;;
14252;168,032818;168,032818;168,032818;0;0;0;0;;
14253;168,032818;168,032818;168,032818;0;0;0;0;;
14254;168,032818;168,032818;168,032818;0;0;0;0;;
14255;168,032818;168,032818;168,032818;0;0;-0,000105;-0,000105;;
14256;168,032818;168,032818;168,032818;0;-0,000105;2,8E-05;0,000133;;
14257;168,032818;168,032818;168,032923;0,000105;2,8E-05;-0,000985;-0,001013;;
14258;168,032923;168,032923;168,033;7,7E-05;-0,000985;0,001062;0,002047;;
14259;168,033;168,033;168,034062;0,001062;0,001062;0;-0,001062;;
14260;168,034062;168,034062;168,034062;0;0;0;0;;
14261;168,034062;168,034062;168,034062;0;0;0;0;;
14262;168,034062;168,034062;168,034062;0;0;0;0;;
14263;168,034062;168,034062;168,034062;0;0;0;0;;
14264;168,034062;168,034062;168,034062;0;0;0;0;;
14265;168,034062;168,034062;168,034062;0;0;-0,00184;-0,00184;;
14266;168,034062;168,034062;168,034062;0;-0,00184;0,001462;0,003302;;
14267;168,034062;168,034062;168,035902;0,00184;0,001462;-6,7E-05;-0,001529;;
14268;168,035902;168,035902;168,03628;0,000378;-6,7E-05;6,3E-05;0,00013;;
14269;168,03628;168,03628;168,036725;0,000445;6,3E-05;-0,00101;-0,001073;;
14270;168,036725;168,036725;168,037107;0,000382;-0,00101;0,001392;0,002402;;
14271;168,037107;168,037107;168,038499;0,001392;0,001392;0;-0,001392;;
14272;168,038499;168,038499;168,038499;0;0;0;0;;
14273;168,038499;168,038499;168,038499;0;0;0;0;;
14274;168,038499;168,038499;168,038499;0;0;0;0;;
14275;168,038499;168,038499;168,038499;0;0;0;0;;
14276;168,038499;168,038499;168,038499;0;0;0;0;;
14277;168,038499;168,038499;168,038499;0;0;0;0;;
14278;168,038499;168,038499;168,038499;0;0;0;0;;
14279;168,038499;168,038499;168,038499;0;0;0;0;;
14280;168,038499;168,038499;168,038499;0;0;0;0;;
14281;168,038499;168,038499;168,038499;0;0;0;0;;
14282;168,038499;168,038499;168,038499;0;0;0;0;;
14283;168,038499;168,038499;168,038499;0;0;0;0;;
14284;168,038499;168,038499;168,038499;0;0;0;0;;
14285;168,038499;168,038499;168,038499;0;0;0;0;;
14286;168,038499;168,038499;168,038499;0;0;0;0;;
14287;168,038499;168,038499;168,038499;0;0;0;0;;
14288;168,038499;168,038499;168,038499;0;0;0;0;;
14289;168,038499;168,038499;168,038499;0;0;0;0;;
14290;168,038499;168,038499;168,038499;0;0;0;0;;
14291;168,038499;168,038499;168,038499;0;0;-0,000393;-0,000393;;
14292;168,038499;168,038499;168,038499;0;-0,000393;0,000244;0,000637;;
14293;168,038499;168,038499;168,038892;0,000393;0,000244;-0,000388;-0,000632;;
14294;168,038892;168,038892;168,039041;0,000149;-0,000388;0,000537;0,000925;;
14295;168,039041;168,039041;168,039578;0,000537;0,000537;0;-0,000537;;
14296;168,039578;168,039578;168,039578;0;0;0;0;;
14297;168,039578;168,039578;168,039578;0;0;0;0;;
14298;168,039578;168,039578;168,039578;0;0;0;0;;
14299;168,039578;168,039578;168,039578;0;0;0;0;;
14300;168,039578;168,039578;168,039578;0;0;0;0;;
14301;168,039578;168,039578;168,039578;0;0;-0,000273;-0,000273;;
14302;168,039578;168,039578;168,039578;0;-0,000273;-0,00488;-0,004607;;
14303;168,039578;168,039578;168,039851;0,000273;-0,00488;0,005153;0,010033;;
14304;168,039851;168,039851;168,045004;0,005153;0,005153;0;-0,005153;;
14305;168,045004;168,045004;168,045004;0;0;0;0;;
14306;168,045004;168,045004;168,045004;0;0;0;0;;
14307;168,045004;168,045004;168,045004;0;0;0;0;;
14308;168,045004;168,045004;168,045004;0;0;0;0;;
14309;168,045004;168,045004;168,045004;0;0;0;0;;
14310;168,045004;168,045004;168,045004;0;0;0;0;;
14311;168,045004;168,045004;168,045004;0;0;0;0;;
14312;168,045004;168,045004;168,045004;0;0;0;0;;
14313;168,045004;168,045004;168,045004;0;0;0;0;;
14314;168,045004;168,045004;168,045004;0;0;0;0;;
14315;168,045004;168,045004;168,045004;0;0;0;0;;
14316;168,045004;168,045004;168,045004;0;0;0;0;;
14317;168,045004;168,045004;168,045004;0;0;0;0;;
14318;168,045004;168,045004;168,045004;0;0;0;0;;
14319;168,045004;168,045004;168,045004;0;0;0;0;;
14320;168,045004;168,045004;168,045004;0;0;0;0;;
14321;168,045004;168,045004;168,045004;0;0;0;0;;
14322;168,045004;168,045004;168,045004;0;0;0;0;;
14323;168,045004;168,045004;168,045004;0;0;0;0;;
14324;168,045004;168,045004;168,045004;0;0;-0,000476;-0,000476;;
14325;168,045004;168,045004;168,045004;0;-0,000476;0,000258;0,000734;;
14326;168,045004;168,045004;168,04548;0,000476;0,000258;0,000218;-4E-05;;
14327;168,04548;168,04548;168,045698;0,000218;0,000218;0;-0,000218;;
14328;168,045698;168,045698;168,045698;0;0;0;0;;
14329;168,045698;168,045698;168,045698;0;0;0;0;;
14330;168,045698;168,045698;168,045698;0;0;0;0;;
14331;168,045698;168,045698;168,045698;0;0;0;0;;
14332;168,045698;168,045698;168,045698;0;0;0;0;;
14333;168,045698;168,045698;168,045698;0;0;-4,4E-05;-4,4E-05;;
14334;168,045698;168,045698;168,045698;0;-4,4E-05;-0,000109;-6,5E-05;;
14335;168,045698;168,045698;168,045742;4,4E-05;-0,000109;-0,004757;-0,004648;;
14336;168,045742;168,045742;168,045895;0,000153;-0,004757;0,00491;0,009667;;
14337;168,045895;168,045895;168,050805;0,00491;0,00491;0;-0,00491;;
14338;168,050805;168,050805;168,050805;0;0;0;0;;
14339;168,050805;168,050805;168,050805;0;0;0;0;;
14340;168,050805;168,050805;168,050805;0;0;0;0;;
14341;168,050805;168,050805;168,050805;0;0;0;0;;
14342;168,050805;168,050805;168,050805;0;0;0;0;;
14343;168,050805;168,050805;168,050805;0;0;0;0;;
14344;168,050805;168,050805;168,050805;0;0;0;0;;
14345;168,050805;168,050805;168,050805;0;0;0;0;;
14346;168,050805;168,050805;168,050805;0;0;0;0;;
14347;168,050805;168,050805;168,050805;0;0;0;0;;
14348;168,050805;168,050805;168,050805;0;0;0;0;;
14349;168,050805;168,050805;168,050805;0;0;0;0;;
14350;168,050805;168,050805;168,050805;0;0;0;0;;
14351;168,050805;168,050805;168,050805;0;0;0;0;;
14352;168,050805;168,050805;168,050805;0;0;0;0;;
14353;168,050805;168,050805;168,050805;0;0;0;0;;
14354;168,050805;168,050805;168,050805;0;0;0;0;;
14355;168,050805;168,050805;168,050805;0;0;0;0;;
14356;168,050805;168,050805;168,050805;0;0;0;0;;
14357;168,050805;168,050805;168,050805;0;0;-0,000326;-0,000326;;
14358;168,050805;168,050805;168,050805;0;-0,000326;0,0002;0,000526;;
14359;168,050805;168,050805;168,051131;0,000326;0,0002;-0,000181;-0,000381;;
14360;168,051131;168,051131;168,051257;0,000126;-0,000181;0,000307;0,000488;;
14361;168,051257;168,051257;168,051564;0,000307;0,000307;0;-0,000307;;
14362;168,051564;168,051564;168,051564;0;0;0;0;;
14363;168,051564;168,051564;168,051564;0;0;0;0;;
14364;168,051564;168,051564;168,051564;0;0;0;0;;
14365;168,051564;168,051564;168,051564;0;0;0;0;;
14366;168,051564;168,051564;168,051564;0;0;0;0;;
14367;168,051564;168,051564;168,051564;0;0;-0,000281;-0,000281;;
14368;168,051564;168,051564;168,051564;0;-0,000281;-0,003908;-0,003627;;
14369;168,051564;168,051564;168,051845;0,000281;-0,003908;0,004189;0,008097;;
14370;168,051845;168,051845;168,056034;0,004189;0,004189;0;-0,004189;;
14371;168,056034;168,056034;168,056034;0;0;0;0;;
14372;168,056034;168,056034;168,056034;0;0;0;0;;
14373;168,056034;168,056034;168,056034;0;0;0;0;;
14374;168,056034;168,056034;168,056034;0;0;0;0;;
14375;168,056034;168,056034;168,056034;0;0;0;0;;
14376;168,056034;168,056034;168,056034;0;0;0;0;;
14377;168,056034;168,056034;168,056034;0;0;0;0;;
14378;168,056034;168,056034;168,056034;0;0;0;0;;
14379;168,056034;168,056034;168,056034;0;0;0;0;;
14380;168,056034;168,056034;168,056034;0;0;0;0;;
14381;168,056034;168,056034;168,056034;0;0;0;0;;
14382;168,056034;168,056034;168,056034;0;0;0;0;;
14383;168,056034;168,056034;168,056034;0;0;0;0;;
14384;168,056034;168,056034;168,056034;0;0;0;0;;
14385;168,056034;168,056034;168,056034;0;0;0;0;;
14386;168,056034;168,056034;168,056034;0;0;0;0;;
14387;168,056034;168,056034;168,056034;0;0;0;0;;
14388;168,056034;168,056034;168,056034;0;0;0;0;;
14389;168,056034;168,056034;168,056034;0;0;0;0;;
14390;168,056034;168,056034;168,056034;0;0;-0,000427;-0,000427;;
14391;168,056034;168,056034;168,056034;0;-0,000427;0,000207;0,000634;;
14392;168,056034;168,056034;168,056461;0,000427;0,000207;-0,000386;-0,000593;;
14393;168,056461;168,056461;168,056681;0,00022;-0,000386;0,000606;0,000992;;
14394;168,056681;168,056681;168,057287;0,000606;0,000606;0;-0,000606;;
14395;168,057287;168,057287;168,057287;0;0;0;0;;
14396;168,057287;168,057287;168,057287;0;0;0;0;;
14397;168,057287;168,057287;168,057287;0;0;0;0;;
14398;168,057287;168,057287;168,057287;0;0;0;0;;
14399;168,057287;168,057287;168,057287;0;0;0;0;;
14400;168,057287;168,057287;168,057287;0;0;-0,000257;-0,000257;;
14401;168,057287;168,057287;168,057287;0;-0,000257;-0,003872;-0,003615;;
14402;168,057287;168,057287;168,057544;0,000257;-0,003872;0,004129;0,008001;;
14403;168,057544;168,057544;168,061673;0,004129;0,004129;0;-0,004129;;
14404;168,061673;168,061673;168,061673;0;0;0;0;;
14405;168,061673;168,061673;168,061673;0;0;0;0;;
14406;168,061673;168,061673;168,061673;0;0;0;0;;
14407;168,061673;168,061673;168,061673;0;0;0;0;;
14408;168,061673;168,061673;168,061673;0;0;0;0;;
14409;168,061673;168,061673;168,061673;0;0;0;0;;
14410;168,061673;168,061673;168,061673;0;0;0;0;;
14411;168,061673;168,061673;168,061673;0;0;0;0;;
14412;168,061673;168,061673;168,061673;0;0;0;0;;
14413;168,061673;168,061673;168,061673;0;0;0;0;;
14414;168,061673;168,061673;168,061673;0;0;0;0;;
14415;168,061673;168,061673;168,061673;0;0;0;0;;
14416;168,061673;168,061673;168,061673;0;0;0;0;;
14417;168,061673;168,061673;168,061673;0;0;0;0;;
14418;168,061673;168,061673;168,061673;0;0;0;0;;
14419;168,061673;168,061673;168,061673;0;0;0;0;;
14420;168,061673;168,061673;168,061673;0;0;0;0;;
14421;168,061673;168,061673;168,061673;0;0;0;0;;
14422;168,061673;168,061673;168,061673;0;0;-0,000476;-0,000476;;
14423;168,061673;168,061673;168,061673;0;-0,000476;0,000444;0,00092;;
14424;168,061673;168,061673;168,062149;0,000476;0,000444;3,2E-05;-0,000412;;
14425;168,062149;168,062149;168,062181;3,2E-05;3,2E-05;0;-3,2E-05;;
14426;168,062181;168,062181;168,062181;0;0;0;0;;
14427;168,062181;168,062181;168,062181;0;0;-0,000243;-0,000243;;
14428;168,062181;168,062181;168,062181;0;-0,000243;9,4E-05;0,000337;;
14429;168,062181;168,062181;168,062424;0,000243;9,4E-05;-0,001462;-0,001556;;
14430;168,062424;168,062424;168,062573;0,000149;-0,001462;0,001611;0,003073;;
14431;168,062573;168,062573;168,064184;0,001611;0,001611;0;-0,001611;;
14432;168,064184;168,064184;168,064184;0;0;0;0;;
14433;168,064184;168,064184;168,064184;0;0;0;0;;
14434;168,064184;168,064184;168,064184;0;0;0;0;;
14435;168,064184;168,064184;168,064184;0;0;0;0;;
14436;168,064184;168,064184;168,064184;0;0;0;0;;
14437;168,064184;168,064184;168,064184;0;0;0;0;;
14438;168,064184;168,064184;168,064184;0;0;0;0;;
14439;168,064184;168,064184;168,064184;0;0;-0,000305;-0,000305;;
14440;168,064184;168,064184;168,064184;0;-0,000305;-0,000954;-0,000649;;
14441;168,064184;168,064184;168,064489;0,000305;-0,000954;0,001259;0,002213;;
14442;168,064489;168,064489;168,065748;0,001259;0,001259;0;-0,001259;;
14443;168,065748;168,065748;168,065748;0;0;0;0;;
14444;168,065748;168,065748;168,065748;0;0;0;0;;
14445;168,065748;168,065748;168,065748;0;0;0;0;;
14446;168,065748;168,065748;168,065748;0;0;0;0;;
14447;168,065748;168,065748;168,065748;0;0;0;0;;
14448;168,065748;168,065748;168,065748;0;0;0;0;;
14449;168,065748;168,065748;168,065748;0;0;0;0;;
14450;168,065748;168,065748;168,065748;0;0;-0,000211;-0,000211;;
14451;168,065748;168,065748;168,065748;0;-0,000211;-0,001384;-0,001173;;
14452;168,065748;168,065748;168,065959;0,000211;-0,001384;0,001595;0,002979;;
14453;168,065959;168,065959;168,067554;0,001595;0,001595;0;-0,001595;;
14454;168,067554;168,067554;168,067554;0;0;0;0;;
14455;168,067554;168,067554;168,067554;0;0;0;0;;
14456;168,067554;168,067554;168,067554;0;0;0;0;;
14457;168,067554;168,067554;168,067554;0;0;0;0;;
14458;168,067554;168,067554;168,067554;0;0;0;0;;
14459;168,067554;168,067554;168,067554;0;0;0;0;;
14460;168,067554;168,067554;168,067554;0;0;0;0;;
14461;168,067554;168,067554;168,067554;0;0;0;0;;
14462;168,067554;168,067554;168,067554;0;0;-0,000284;-0,000284;;
14463;168,067554;168,067554;168,067554;0;-0,000284;-0,001898;-0,001614;;
14464;168,067554;168,067554;168,067838;0,000284;-0,001898;0,002182;0,00408;;
14465;168,067838;168,067838;168,07002;0,002182;0,002182;0;-0,002182;;
14466;168,07002;168,07002;168,07002;0;0;0;0;;
14467;168,07002;168,07002;168,07002;0;0;0;0;;
14468;168,07002;168,07002;168,07002;0;0;0;0;;
14469;168,07002;168,07002;168,07002;0;0;0;0;;
14470;168,07002;168,07002;168,07002;0;0;0;0;;
14471;168,07002;168,07002;168,07002;0;0;0;0;;
14472;168,07002;168,07002;168,07002;0;0;0;0;;
14473;168,07002;168,07002;168,07002;0;0;0;0;;
14474;168,07002;168,07002;168,07002;0;0;-0,000245;-0,000245;;
14475;168,07002;168,07002;168,07002;0;-0,000245;-0,001446;-0,001201;;
14476;168,07002;168,07002;168,070265;0,000245;-0,001446;0,001691;0,003137;;
14477;168,070265;168,070265;168,071956;0,001691;0,001691;0;-0,001691;;
14478;168,071956;168,071956;168,071956;0;0;0;0;;
14479;168,071956;168,071956;168,071956;0;0;0;0;;
14480;168,071956;168,071956;168,071956;0;0;0;0;;
14481;168,071956;168,071956;168,071956;0;0;0;0;;
14482;168,071956;168,071956;168,071956;0;0;0;0;;
14483;168,071956;168,071956;168,071956;0;0;0;0;;
14484;168,071956;168,071956;168,071956;0;0;0;0;;
14485;168,071956;168,071956;168,071956;0;0;0;0;;
14486;168,071956;168,071956;168,071956;0;0;-0,000345;-0,000345;;
14487;168,071956;168,071956;168,071956;0;-0,000345;-0,000493;-0,000148;;
14488;168,071956;168,071956;168,072301;0,000345;-0,000493;0,000838;0,001331;;
14489;168,072301;168,072301;168,073139;0,000838;0,000838;0;-0,000838;;
14490;168,073139;168,073139;168,073139;0;0;0;0;;
14491;168,073139;168,073139;168,073139;0;0;0;0;;
14492;168,073139;168,073139;168,073139;0;0;0;0;;
14493;168,073139;168,073139;168,073139;0;0;0;0;;
14494;168,073139;168,073139;168,073139;0;0;0;0;;
14495;168,073139;168,073139;168,073139;0;0;-0,000268;-0,000268;;
14496;168,073139;168,073139;168,073139;0;-0,000268;-0,004112;-0,003844;;
14497;168,073139;168,073139;168,073407;0,000268;-0,004112;0,00438;0,008492;;
14498;168,073407;168,073407;168,077787;0,00438;0,00438;0;-0,00438;;
14499;168,077787;168,077787;168,077787;0;0;0;0;;
14500;168,077787;168,077787;168,077787;0;0;0;0;;
14501;168,077787;168,077787;168,077787;0;0;0;0;;
14502;168,077787;168,077787;168,077787;0;0;0;0;;
14503;168,077787;168,077787;168,077787;0;0;0;0;;
14504;168,077787;168,077787;168,077787;0;0;0;0;;
14505;168,077787;168,077787;168,077787;0;0;0;0;;
14506;168,077787;168,077787;168,077787;0;0;0;0;;
14507;168,077787;168,077787;168,077787;0;0;0;0;;
14508;168,077787;168,077787;168,077787;0;0;0;0;;
14509;168,077787;168,077787;168,077787;0;0;0;0;;
14510;168,077787;168,077787;168,077787;0;0;0;0;;
14511;168,077787;168,077787;168,077787;0;0;0;0;;
14512;168,077787;168,077787;168,077787;0;0;0;0;;
14513;168,077787;168,077787;168,077787;0;0;0;0;;
14514;168,077787;168,077787;168,077787;0;0;0;0;;
14515;168,077787;168,077787;168,077787;0;0;0;0;;
14516;168,077787;168,077787;168,077787;0;0;0;0;;
14517;168,077787;168,077787;168,077787;0;0;-0,000602;-0,000602;;
14518;168,077787;168,077787;168,077787;0;-0,000602;0,000421;0,001023;;
14519;168,077787;168,077787;168,078389;0,000602;0,000421;0,000152;-0,000269;;
14520;168,078389;168,078389;168,07857;0,000181;0,000152;2,9E-05;-0,000123;;
14521;168,07857;168,07857;168,078599;2,9E-05;2,9E-05;0;-2,9E-05;;
14522;168,078599;168,078599;168,078599;0;0;0;0;;
14523;168,078599;168,078599;168,078599;0;0;0;0;;
14524;168,078599;168,078599;168,078599;0;0;0;0;;
14525;168,078599;168,078599;168,078599;0;0;0;0;;
14526;168,078599;168,078599;168,078599;0;0;0;0;;
14527;168,078599;168,078599;168,078599;0;0;0;0;;
14528;168,078599;168,078599;168,078599;0;0;-0,000251;-0,000251;;
14529;168,078599;168,078599;168,078599;0;-0,000251;-0,003644;-0,003393;;
14530;168,078599;168,078599;168,07885;0,000251;-0,003644;0,003895;0,007539;;
14531;168,07885;168,07885;168,082745;0,003895;0,003895;0;-0,003895;;
14532;168,082745;168,082745;168,082745;0;0;0;0;;
14533;168,082745;168,082745;168,082745;0;0;0;0;;
14534;168,082745;168,082745;168,082745;0;0;0;0;;
14535;168,082745;168,082745;168,082745;0;0;0;0;;
14536;168,082745;168,082745;168,082745;0;0;0;0;;
14537;168,082745;168,082745;168,082745;0;0;0;0;;
14538;168,082745;168,082745;168,082745;0;0;0;0;;
14539;168,082745;168,082745;168,082745;0;0;0;0;;
14540;168,082745;168,082745;168,082745;0;0;0;0;;
14541;168,082745;168,082745;168,082745;0;0;0;0;;
14542;168,082745;168,082745;168,082745;0;0;0;0;;
14543;168,082745;168,082745;168,082745;0;0;0;0;;
14544;168,082745;168,082745;168,082745;0;0;0;0;;
14545;168,082745;168,082745;168,082745;0;0;0;0;;
14546;168,082745;168,082745;168,082745;0;0;0;0;;
14547;168,082745;168,082745;168,082745;0;0;0;0;;
14548;168,082745;168,082745;168,082745;0;0;0;0;;
14549;168,082745;168,082745;168,082745;0;0;0;0;;
14550;168,082745;168,082745;168,082745;0;0;-0,000307;-0,000307;;
14551;168,082745;168,082745;168,082745;0;-0,000307;0,00019;0,000497;;
14552;168,082745;168,082745;168,083052;0,000307;0,00019;-0,000966;-0,001156;;
14553;168,083052;168,083052;168,083169;0,000117;-0,000966;0,001083;0,002049;;
14554;168,083169;168,083169;168,084252;0,001083;0,001083;0;-0,001083;;
14555;168,084252;168,084252;168,084252;0;0;0;0;;
14556;168,084252;168,084252;168,084252;0;0;0;0;;
14557;168,084252;168,084252;168,084252;0;0;0;0;;
14558;168,084252;168,084252;168,084252;0;0;0;0;;
14559;168,084252;168,084252;168,084252;0;0;0;0;;
14560;168,084252;168,084252;168,084252;0;0;0;0;;
14561;168,084252;168,084252;168,084252;0;0;-0,000216;-0,000216;;
14562;168,084252;168,084252;168,084252;0;-0,000216;-0,00225;-0,002034;;
14563;168,084252;168,084252;168,084468;0,000216;-0,00225;0,002466;0,004716;;
14564;168,084468;168,084468;168,086934;0,002466;0,002466;0;-0,002466;;
14565;168,086934;168,086934;168,086934;0;0;0;0;;
14566;168,086934;168,086934;168,086934;0;0;0;0;;
14567;168,086934;168,086934;168,086934;0;0;0;0;;
14568;168,086934;168,086934;168,086934;0;0;0;0;;
14569;168,086934;168,086934;168,086934;0;0;0;0;;
14570;168,086934;168,086934;168,086934;0;0;0;0;;
14571;168,086934;168,086934;168,086934;0;0;0;0;;
14572;168,086934;168,086934;168,086934;0;0;-9,4E-05;-9,4E-05;;
14573;168,086934;168,086934;168,086934;0;-9,4E-05;-0,000531;-0,000437;;
14574;168,086934;168,086934;168,087028;9,4E-05;-0,000531;-0,000267;0,000264;;
14575;168,087028;168,087028;168,087653;0,000625;-0,000267;0,000892;0,001159;;
14576;168,087653;168,087653;168,088545;0,000892;0,000892;0;-0,000892;;
14577;168,088545;168,088545;168,088545;0;0;0;0;;
14578;168,088545;168,088545;168,088545;0;0;0;0;;
14579;168,088545;168,088545;168,088545;0;0;0;0;;
14580;168,088545;168,088545;168,088545;0;0;0;0;;
14581;168,088545;168,088545;168,088545;0;0;0;0;;
14582;168,088545;168,088545;168,088545;0;0;0;0;;
14583;168,088545;168,088545;168,088545;0;0;0;0;;
14584;168,088545;168,088545;168,088545;0;0;-0,000262;-0,000262;;
